Datetime,Concentration,Country_code,Country,City,Pollutant,Year,Month,Day
2013-01-02 00:00:00+01:00,29.67,GR,Greece,Athina,PM10,2013,1,2
2013-01-03 00:00:00+01:00,84.67,GR,Greece,Athina,PM10,2013,1,3
2013-01-04 00:00:00+01:00,80.75,GR,Greece,Athina,PM10,2013,1,4
2013-01-05 00:00:00+01:00,61.25,GR,Greece,Athina,PM10,2013,1,5
2013-01-06 00:00:00+01:00,52.6,GR,Greece,Athina,PM10,2013,1,6
2013-01-07 00:00:00+01:00,30.8,GR,Greece,Athina,PM10,2013,1,7
2013-01-08 00:00:00+01:00,20.8,GR,Greece,Athina,PM10,2013,1,8
2013-01-09 00:00:00+01:00,26.5,GR,Greece,Athina,PM10,2013,1,9
2013-01-10 00:00:00+01:00,71.75,GR,Greece,Athina,PM10,2013,1,10
2013-01-11 00:00:00+01:00,113.0,GR,Greece,Athina,PM10,2013,1,11
2013-01-12 00:00:00+01:00,73.2,GR,Greece,Athina,PM10,2013,1,12
2013-01-13 00:00:00+01:00,60.8,GR,Greece,Athina,PM10,2013,1,13
2013-01-14 00:00:00+01:00,61.4,GR,Greece,Athina,PM10,2013,1,14
2013-01-15 00:00:00+01:00,48.8,GR,Greece,Athina,PM10,2013,1,15
2013-01-16 00:00:00+01:00,37.8,GR,Greece,Athina,PM10,2013,1,16
2013-01-17 00:00:00+01:00,27.2,GR,Greece,Athina,PM10,2013,1,17
2013-01-18 00:00:00+01:00,34.6,GR,Greece,Athina,PM10,2013,1,18
2013-01-19 00:00:00+01:00,32.8,GR,Greece,Athina,PM10,2013,1,19
2013-01-20 00:00:00+01:00,28.0,GR,Greece,Athina,PM10,2013,1,20
2013-01-21 00:00:00+01:00,48.6,GR,Greece,Athina,PM10,2013,1,21
2013-01-22 00:00:00+01:00,69.4,GR,Greece,Athina,PM10,2013,1,22
2013-01-23 00:00:00+01:00,39.6,GR,Greece,Athina,PM10,2013,1,23
2013-01-24 00:00:00+01:00,40.2,GR,Greece,Athina,PM10,2013,1,24
2013-01-25 00:00:00+01:00,70.0,GR,Greece,Athina,PM10,2013,1,25
2013-01-26 00:00:00+01:00,44.4,GR,Greece,Athina,PM10,2013,1,26
2013-01-27 00:00:00+01:00,19.6,GR,Greece,Athina,PM10,2013,1,27
2013-01-28 00:00:00+01:00,18.4,GR,Greece,Athina,PM10,2013,1,28
2013-01-29 00:00:00+01:00,36.8,GR,Greece,Athina,PM10,2013,1,29
2013-01-30 00:00:00+01:00,34.5,GR,Greece,Athina,PM10,2013,1,30
2013-01-31 00:00:00+01:00,34.25,GR,Greece,Athina,PM10,2013,1,31
2013-02-01 00:00:00+01:00,35.0,GR,Greece,Athina,PM10,2013,2,1
2013-02-02 00:00:00+01:00,37.0,GR,Greece,Athina,PM10,2013,2,2
2013-02-03 00:00:00+01:00,39.67,GR,Greece,Athina,PM10,2013,2,3
2013-02-04 00:00:00+01:00,46.33,GR,Greece,Athina,PM10,2013,2,4
2013-02-05 00:00:00+01:00,216.0,GR,Greece,Athina,PM10,2013,2,5
2013-02-06 00:00:00+01:00,61.0,GR,Greece,Athina,PM10,2013,2,6
2013-02-07 00:00:00+01:00,67.67,GR,Greece,Athina,PM10,2013,2,7
2013-02-08 00:00:00+01:00,36.25,GR,Greece,Athina,PM10,2013,2,8
2013-02-09 00:00:00+01:00,21.75,GR,Greece,Athina,PM10,2013,2,9
2013-02-10 00:00:00+01:00,27.2,GR,Greece,Athina,PM10,2013,2,10
2013-02-11 00:00:00+01:00,24.0,GR,Greece,Athina,PM10,2013,2,11
2013-02-12 00:00:00+01:00,37.4,GR,Greece,Athina,PM10,2013,2,12
2013-02-13 00:00:00+01:00,39.2,GR,Greece,Athina,PM10,2013,2,13
2013-02-14 00:00:00+01:00,44.0,GR,Greece,Athina,PM10,2013,2,14
2013-02-15 00:00:00+01:00,38.5,GR,Greece,Athina,PM10,2013,2,15
2013-02-16 00:00:00+01:00,27.0,GR,Greece,Athina,PM10,2013,2,16
2013-02-17 00:00:00+01:00,34.0,GR,Greece,Athina,PM10,2013,2,17
2013-02-18 00:00:00+01:00,23.5,GR,Greece,Athina,PM10,2013,2,18
2013-02-19 00:00:00+01:00,41.5,GR,Greece,Athina,PM10,2013,2,19
2013-02-20 00:00:00+01:00,37.2,GR,Greece,Athina,PM10,2013,2,20
2013-02-21 00:00:00+01:00,26.6,GR,Greece,Athina,PM10,2013,2,21
2013-02-22 00:00:00+01:00,35.6,GR,Greece,Athina,PM10,2013,2,22
2013-02-23 00:00:00+01:00,54.67,GR,Greece,Athina,PM10,2013,2,23
2013-02-24 00:00:00+01:00,93.67,GR,Greece,Athina,PM10,2013,2,24
2013-02-25 00:00:00+01:00,72.67,GR,Greece,Athina,PM10,2013,2,25
2013-02-26 00:00:00+01:00,56.67,GR,Greece,Athina,PM10,2013,2,26
2013-02-27 00:00:00+01:00,69.4,GR,Greece,Athina,PM10,2013,2,27
2013-02-28 00:00:00+01:00,24.25,GR,Greece,Athina,PM10,2013,2,28
2013-03-01 00:00:00+01:00,23.5,GR,Greece,Athina,PM10,2013,3,1
2013-03-02 00:00:00+01:00,36.8,GR,Greece,Athina,PM10,2013,3,2
2013-03-03 00:00:00+01:00,44.4,GR,Greece,Athina,PM10,2013,3,3
2013-03-04 00:00:00+01:00,30.4,GR,Greece,Athina,PM10,2013,3,4
2013-03-05 00:00:00+01:00,49.8,GR,Greece,Athina,PM10,2013,3,5
2013-03-06 00:00:00+01:00,42.8,GR,Greece,Athina,PM10,2013,3,6
2013-03-07 00:00:00+01:00,33.4,GR,Greece,Athina,PM10,2013,3,7
2013-03-08 00:00:00+01:00,52.6,GR,Greece,Athina,PM10,2013,3,8
2013-03-09 00:00:00+01:00,55.0,GR,Greece,Athina,PM10,2013,3,9
2013-03-10 00:00:00+01:00,75.5,GR,Greece,Athina,PM10,2013,3,10
2013-03-11 00:00:00+01:00,33.25,GR,Greece,Athina,PM10,2013,3,11
2013-03-12 00:00:00+01:00,38.25,GR,Greece,Athina,PM10,2013,3,12
2013-03-13 00:00:00+01:00,19.6,GR,Greece,Athina,PM10,2013,3,13
2013-03-14 00:00:00+01:00,40.8,GR,Greece,Athina,PM10,2013,3,14
2013-03-15 00:00:00+01:00,90.8,GR,Greece,Athina,PM10,2013,3,15
2013-03-16 00:00:00+01:00,18.5,GR,Greece,Athina,PM10,2013,3,16
2013-03-17 00:00:00+01:00,18.75,GR,Greece,Athina,PM10,2013,3,17
